event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ETH6062,2021-03-24,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),Aid Workers (Ethiopia),Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Benshangul/Gumuz,Asosa,Assosa,Asosa,10.0667,34.5333,2,Addis Standard,National,"On 24 March 2021, unidentified men shot and killed the driver of a humanitarian vehicle in an area between Asosa (Asosa, Benshangul-Gumaz) and Yaso.",1,NA,1754410119
ETH6063,2021-03-24,2021,1,Political violence,Battles,Armed clash,Police Forces of Ethiopia (2018-2023) Amhara Regional Special Forces,NA,State forces,Oromo Ethnic Militia (Ethiopia),NA,Identity militia,State forces-Identity militia,NA,231,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,2,Deutsche Welle,International,"On 24 March 2021, clashes continued between Oromo ethnic militias and Amhara special forces in Northern Amhara, with inconsistent reporting of specific locations [coded to Ataye town, North Shewa, Amhara]. Officials later confirmed 303 fatalities, 369 injuries, and 1,539 burned homes. Fatalities spread across 14 known events and locations.",24,NA,1736844952
ETH6064,2021-03-24,2021,1,Political violence,Battles,Armed clash,Police Forces of Ethiopia (2018-2023) Afar Special Forces,NA,State forces,Oromo Ethnic Militia (Ethiopia),NA,Identity militia,State forces-Identity militia,NA,231,Eastern Africa,Ethiopia,Amhara,Oromia,Bati Town,Bati,11.1915,40.0168,2,Addis Standard,National,"On 24 March 2021, a local administrator claimed that Afar special forces attacked Oromo residents in Gamato, Ona Borana, Kanta Heru, Maretu, Aba Bayyan and Gerba Hora of Bati villages of Bati (Oromia zone, Amhara) burning 57 homes and livestock. According to the source, Afar special forces claim to have gained control of the area after clashes with Oromo militias in the area. No initial information on fatalities.",0,NA,1716327772
ETH6731,2021-03-24,2021,2,Political violence,Violence against civilians,Attack,TPLF: Tigray People's Liberation Front,NA,Political militia,Civilians (Ethiopia),NA,Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Amhara,Wag Hamra,Abergele,Abergele,13.0545,38.9451,2,Deutsche Welle,International,"Around 24 March 2021 (week of), TPLF forces attacked civilians in Tsata woreda (coded to Abergele, Wag Hamra, Amhara regional state), destroying property and causing injuries. No further information.",0,NA,1639526079
ETH6586,2021-03-25,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Eritrea (1993-),NA,External/Other forces,Civilians (Ethiopia),NA,Civilians,External/Other forces-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Tigray,South Eastern Tigray,Samre,Grizana,13.1303,39.1219,1,Guardian (United Kingdom),International,"On 25 March 2021, 13 civilians, including three men in their 50s, several women, a 15-year-old and a two-year-old, were killed by Eritrean troops in Grizana (Southern, Tigray).",13,NA,1753954363
ETH6587,2021-03-26,2021,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Ethiopia),NA,Political militia,Unidentified Communal Militia (Ethiopia),Police Forces of Ethiopia (2018-),Identity militia,Political militia-Identity militia,NA,231,Eastern Africa,Ethiopia,South West,Bench Sheko,Gurafereda,Gurafarda,6.8507,35.0784,2,Deutsche Welle,International,"On 26 March 2021, at least 10 people were killed by unidentified gunmen in Gurafarda district (Bench Sheko, SNNPR). According to local residents, gunmen shot dead 4 farmers, 2 kebele militia members and 1 district police officer. They also shot and wounded two other people.",10,NA,1753970531
ETH6066,2021-03-26,2021,1,Political violence,Battles,Armed clash,Police Forces of Ethiopia (2018-2023) Amhara Regional Special Forces,NA,State forces,Oromo Ethnic Militia (Ethiopia),NA,Identity militia,State forces-Identity militia,NA,231,Eastern Africa,Ethiopia,Amhara,Oromia,Kemise town,Kemise,10.7244,39.874,2,Addis Standard,National,"On 26 March 2021, fighting between Oromo militias and Amhara special forces resumed in the Oromo zone of Amhara region [coded to Kemise, Oromia Zone, Amhara]. Officials later confirmed 303 fatalities, 369 injuries, and 1,539 burned homes. Fatalities spread across 14 known events and locations.",24,NA,1690843495
ETH6588,2021-03-28,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),NA,Political militia,NA,NA,NA,Political militia only,NA,231,Eastern Africa,Ethiopia,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,1,Borkena Ethiopian News,National,"On 28 March 2021, the interim mayor of Mekele town (Enderta, Southern Tigray) said he survived an attempted assassination in the form of a 'blast'.",0,local administrators,1753970531
ETH6589,2021-03-29,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Benshangul/Gumuz,Metekel,Madira,Genete Mariam,11.0972,36.419,2,Xinhua,International,"On 29 March 2021, at least seven ethnic Amhara civilians were killed by unidentified gunmen in Metekel Zone, Mandura district of the region. Genete Mariam selected as nearest location.",7,NA,1755564837
ETH6590,2021-03-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Ethiopia (2018-),NA,State forces,Unidentified Armed Group (Ethiopia),NA,Political militia,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Benshangul/Gumuz,Metekel,Madira,Genete Mariam,11.0972,36.419,2,Xinhua,International,"On 29 March 2021, Ethiopian military forces shot and killed 10 unidentified gunmen in Mandura, Metekel after they mounted an attack on civilians in the area. Genete Mariam selected as nearest location. No further information.",10,NA,1755564837
ETH6593,2021-03-30,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Eritrea (1993-),NA,External/Other forces,Civilians (Ethiopia),Refugees/IDPs (Ethiopia),Civilians,External/Other forces-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Tigray,Western Tigray,Setit Humera,Humera,14.2652,36.585,2,Sudan Tribune,Regional,"On 30 March 2021, 2 Ethiopian refugees crossing back into Ethiopia were shot and killed by Eritrean soldiers as they cross the border near 'Dima' area, located between the Hamdayat camp in Sudan and Humera city (Western Tigray, Tigray, Ethiopia). Two other refugees were injured in the shooting.",2,NA,1759789823
ETH6591,2021-03-30,2021,1,Political violence,Violence against civilians,Attack,OLF-OLA: Oromo Liberation Army-Oromo Liberation Front,NA,Rebel group,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),Civilians,Rebel group-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Oromia,West Wellega,Babo,Debeka,9.4712,35.1979,2,BBC News,International,"On 30 March 2021, 28 civilians (assumed Amhara) were killed by suspected OLF-Shane militants in Bone Kebele, Babo Gambela Woreda (Debeka, West Wolegga, Oromia).",28,NA,1754410119
ETH6592,2021-03-30,2021,1,Political violence,Battles,Armed clash,Police Forces of Ethiopia (2018-2023) Oromo Regional Special Forces,Military Forces of Ethiopia (2018-),State forces,OLF-OLA: Oromo Liberation Army-Oromo Liberation Front,NA,Rebel group,State forces-Rebel group,NA,231,Eastern Africa,Ethiopia,Oromia,West Wellega,Babo,Debeka,9.4712,35.1979,2,BBC News,International,"On 30 March 2021, Oromia regional special forces and federal troops reportedly engaged in armed clashes OLF/Shane militants in Babo Gambela woreda (Debeka, West Wolegga, Oromia) shortly after the militants had killed a number of civilians in the area. At least 3 militants were killed during the engagement. No further information.",3,NA,1753970531
ETH6596,2021-03-31,2021,2,Political violence,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),NA,Identity militia,Police Forces of Ethiopia (2018-2023) Amhara Regional Special Forces,NA,State forces,State forces-Identity militia,NA,231,Eastern Africa,Ethiopia,Amhara,North Shewa,Menze Gera Midir,Majete,10.5019,39.7926,1,BBC News,International,"Around 31 March 2021 (week of), continued clashes were reported between Oromo militias and Amhara regional special forces in Ataye (coded separately), Majete (Oromia zone, Amhara region), and Dumuga (coded separately). Officials later confirmed 303 fatalities, 369 injuries, and 1,539 burned homes. Fatalities spread across 14 known events and locations.",24,NA,1759789823
ETH6594,2021-03-31,2021,2,Political violence,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),NA,Identity militia,Police Forces of Ethiopia (2018-2023) Amhara Regional Special Forces,NA,State forces,State forces-Identity militia,NA,231,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,1,BBC News,International,"Around 31 March 2021 (week of), continued clashes were reported between Oromo militias and Amhara regional special forces in Ataye Town (North Shewa, Amhara), Majete (coded separately), and Dumuga (coded separately). Officials later confirmed 303 fatalities, 369 injuries, and 1,539 burned homes. Fatalities spread across 14 known events and locations.",24,NA,1736844952
ETH6595,2021-03-31,2021,2,Political violence,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),NA,Identity militia,Police Forces of Ethiopia (2018-2023) Amhara Regional Special Forces,NA,State forces,State forces-Identity militia,NA,231,Eastern Africa,Ethiopia,Amhara,Oromia,Kemise town,Kemise,10.7244,39.874,2,BBC News,International,"Around 31 March 2021 (week of), continued clashes were reported between Oromo militias and Amhara regional special forces in Ataye, Majete, Kemise woreda (Oromia Zone, Amhara) and Dumuga. Officials later confirmed 303 fatalities, 369 injuries, and 1,539 burned homes. Fatalities spread across 14 known events and locations.",24,NA,1690843495
ETH6645,2021-04-01,2021,2,Political violence,Battles,Armed clash,Military Forces of Ethiopia (2018-),NA,State forces,TPLF: Tigray People's Liberation Front,Tigray Ethnic Militia (Ethiopia),Political militia,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Tigray,North Western Tigray,Zana,Bahira,13.9933,38.4249,1,Undisclosed Source,Local partner-Other,"Around 1 April 2021 (week of), active fighting was reported between TPLF and associated forces and Ethiopian military forces in Bahira (North, Tigray). No further information.",0,NA,1754354897
ETH6658,2021-04-02,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),Gumuz Ethnic Group (Ethiopia),Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Amhara,Awi,Jawi,Dangur,11.79,36.1952,2,Undisclosed Source,Local partner-Other,"On 2 April 2021, an ethnic Gumuz man was reportedly killed by unknown assailants in Kitili kebele of Dangur woreda in Metekel zone.",1,NA,1755119489
ETH6602,2021-04-02,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Hanruka,Melka Werer,9.5376,40.3935,2,Al Jazeera; BBC News,Regional-International,"On 2 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk (Zone 3, Afar) [coded as Melka Werer], and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1719274346
ETH6600,2021-04-02,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gewane,Gewane,10.1664,40.6453,2,Al Jazeera; BBC News,Regional-International,"On 2 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane (Zone 3, Afar), Hanruk, and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",6,NA,1690843495
ETH6601,2021-04-02,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gelalu,Herto Bouri,10.2739,40.5225,2,Al Jazeera; BBC News,Regional-International,"On 2 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk, and Gelalu woredas (Zone 3, Afar) [coded as Herto Bouri]. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1690843495
ETH6659,2021-04-03,2021,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Ethiopia),NA,Political militia,Police Forces of Ethiopia (2018-),NA,State forces,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Oromia,West Shewa,Ifata,Ilfeta,9.1808,37.9497,2,Undisclosed Source,Local partner-Other,"On 3 April 2021, an exchange of heavy gunfire was reported between security forces and an unidentified armed group in Dire Bareda kebele, Ilfeta woreda (West Shewa, Oromia). At least seven members of security forces were killed, and two others were injured in the clash.",7,NA,1753970531
ETH6606,2021-04-03,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Hanruka,Melka Werer,9.5376,40.3935,2,Al Jazeera; BBC News,Regional-International,"On 3 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk (Zone 3, Afar) [coded as Melka Werer], and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1719274346
ETH6603,2021-04-03,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gewane,Gewane,10.1664,40.6453,2,Al Jazeera; BBC News,Regional-International,"On 3 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane (Zone 3, Afar), Hanruk, and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",6,NA,1690843495
ETH6604,2021-04-03,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gelalu,Herto Bouri,10.2739,40.5225,2,Al Jazeera; BBC News,Regional-International,"On 3 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk, and Gelalu woredas (Zone 3, Afar) [coded as Herto Bouri]. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1690843495
ETH6646,2021-04-03,2021,1,Political violence,Battles,Armed clash,Military Forces of Ethiopia (2018-),NA,State forces,TPLF: Tigray People's Liberation Front,Tigray Ethnic Militia (Ethiopia),Political militia,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Tigray,Eastern Tigray,Kelete Awelallo,Negash,13.8767,39.598,1,Undisclosed Source,Local partner-Other,"On 3 April 2021, active conflict active fighting was reported between TPLF and associated forces and Ethiopian military forces in Negash (Eastern, Tigray). No further information.",0,NA,1639526079
ETH6605,2021-04-03,2021,2,Strategic developments,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),NA,State forces,Civilians (Ethiopia),Teachers (Ethiopia),Civilians,State forces-Civilians,NA,231,Eastern Africa,Ethiopia,Oromia,Jimma,Jimma town,Jima,7.6667,36.8333,1,Addis Standard,National,"Arrests: Around 3 April 2021 (between 2 - 4 April), ten staff members at Jimma university (Jima, Jimma, Oromia) were arrested on the grounds of attempting a coup and supporting the Oromo Liberation Army (OLA).",0,NA,1618480224
ETH6610,2021-04-04,2021,1,Political violence,Riots,Mob violence,Rioters (Ethiopia),NA,Rioters,Civilians (Ethiopia),Oromo Ethnic Militia (Ethiopia),Civilians,Rioters-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Amhara,North Shewa,Shoa Robit,Shewa Robit,9.9898,39.8956,1,Addis Standard,National,"On 4 April 2021, 12 ethnic Oromo militiamen who had been wounded during clashes in Ataye were dragged out of an ambulance vehicle and killed by rioters in Shewa Robit town (North Wollo, Amhara). The killing comes in the context of intensified clashes between Oromo and Amhara militias in disputed territory along the Oromo special zone of Amhara region.",12,crowd size=no report,1754563409
ETH6662,2021-04-04,2021,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),NA,Political militia,Private Security Forces (Ethiopia),NA,External/Other forces,Political militia-External/Other forces,NA,231,Eastern Africa,Ethiopia,Oromia,Guji,Negele town,Negele,5.3352,39.5712,1,Undisclosed Source,Local partner-Other,"On 4 April 2021, a grenade was reportedly thrown during the night at the Yordanos Hotel by an unknown perpetrator in Negele Borana (Guji Oromia). A hotel guard was reportedly killed by the explosion. The motive of the attack remains unknown.",1,NA,1753970531
ETH6609,2021-04-04,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Hanruka,Melka Werer,9.5376,40.3935,2,Al Jazeera; BBC News,Regional-International,"On 4 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk (Zone 3, Afar) [coded as Melka Werer], and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1719274346
ETH6607,2021-04-04,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gewane,Gewane,10.1664,40.6453,2,Al Jazeera; BBC News,Regional-International,"On 4 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane (Zone 3, Afar), Hanruk, and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",6,NA,1690843495
ETH6608,2021-04-04,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gelalu,Herto Bouri,10.2739,40.5225,2,Al Jazeera; BBC News,Regional-International,"On 4 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk, and Gelalu woredas (Zone 3, Afar) [coded as Herto Bouri]. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1690843495
ETH6661,2021-04-04,2021,1,Political violence,Violence against civilians,Attack,Somali Ethnic Militia (Ethiopia),NA,Identity militia,Civilians (Ethiopia),Government of Ethiopia (2018-),Civilians,Identity militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Afar,Awsi-Zone 1,Mile,Mile,11.422,40.7641,2,Undisclosed Source,Local partner-Other,"On 4 April 2021, two Afar regional officials were shot and killed, and another was injured after their vehicle was ambushed by Isa/Somali ethnic militias in the area between Adaytu and Undufo kebele, in Mile woreda of Awsi zone",2,local administrators,1687837287
ETH6660,2021-04-04,2021,1,Political violence,Battles,Armed clash,Gumuz Ethnic Militia (Ethiopia),NA,Identity militia,Amhara Ethnic Militia (Ethiopia),NA,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Benshangul/Gumuz,Metekel,Pawe,Gilgel Belles,11.1618,36.344,2,Undisclosed Source,Local partner-Other,"On 4 April 2021, fighting erupted between ethnic Gumuz and non-Gumuzs in Manjari village of Pawi woreda in Metekel zone (Benshangul/Gumuz) [coded to Gilgel Belles]. At least nine people were killed, and several others injured.",9,NA,1619476353
ETH6614,2021-04-05,2021,1,Political violence,Violence against civilians,Attack,OLF-OLA: Oromo Liberation Army-Oromo Liberation Front,NA,Rebel group,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),Civilians,Rebel group-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Shambu town,Shambu,9.5667,37.1,2,Deutsche Welle,International,"On 5 April 2021, attacks by suspected OLF-Shane militants on Amhara residents in Bila and Gudoro woredas (locations could not be found, coded to Shambu town) resulted in the death of 12 civilians.",12,NA,1754563409
ETH6663,2021-04-05,2021,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Ethiopia),NA,Political militia,Military Forces of Ethiopia (2018-),NA,State forces,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Oromia,East Wellega,Gida Ayana,Dirre,9.8833,36.6667,1,Undisclosed Source,Local partner-Other,"On 5 April 2021, an armed clash erupted between security forces and an unidentified armed group in Dire Guda kebele (Dirre), Gida Ayana woreda of East Wellega zone. At least eight members of an UAG were reportedly killed in the clash.",8,NA,1753970531
ETH6613,2021-04-05,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Hanruka,Melka Werer,9.5376,40.3935,2,Al Jazeera; BBC News,Regional-International,"On 5 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk (Zone 3, Afar) [coded as Melka Werer], and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1719274346
ETH6611,2021-04-05,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gewane,Gewane,10.1664,40.6453,2,Al Jazeera; BBC News,Regional-International,"On 5 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane (Zone 3, Afar), Hanruk, and Gelalu woredas. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",6,NA,1690843495
ETH6612,2021-04-05,2021,1,Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Afar Special Forces,Identity militia,Somali Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-2023) Somali Regional Special Forces,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Afar,Gabi-Zone 3,Gelalu,Herto Bouri,10.2739,40.5225,2,Al Jazeera; BBC News,Regional-International,"On 5 April 2021, clashes between Somali and Afar ethnic militias supported by special forces from their respective regions were reported in disputed territory areas that are categorized under Afar zone's Gewane, Hanruk, and Gelalu woredas (Zone 3, Afar) [coded as Herto Bouri]. At least 100 fatalities were reported during the clashes, including civilians, which began on the 2 April and reduced on 6 April 2021. Fatalities spread across 15 events; 3 locations and 5 days.",7,NA,1690843495
ETH6664,2021-04-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Ethiopia),NA,Protesters,NA,NA,NA,Protesters only,NA,231,Eastern Africa,Ethiopia,Benshangul/Gumuz,Metekel,Pawe,Gilgel Belles,11.1618,36.344,2,Undisclosed Source,Local partner-Other,"On 5 April 2021, a public demonstration was reported in Mender 7, Pawe woreda of Metekel zone (Benshangul/Gumuz) [coded to Gilgel Belles], demanding that the government take action to stop attacks on civilians in the area.",0,crowd size=no report,1619476353
ETH6616,2021-04-06,2021,1,Political violence,Battles,Armed clash,Military Forces of Ethiopia (2018-),NA,State forces,Unidentified Armed Group (Ethiopia),NA,Political militia,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Benshangul/Gumuz,Metekel,Madira,Genete Mariam,11.0972,36.419,2,Deutsche Welle,International,"On 6 April 2021, federal forces stationed in Metekel zone, Benishangul-Gumz region reportedly killed 15 unidentified armed men in Mandera (Metekel, Benishangul-Gumz) [coded as Genete Mariam] and Jawi (coded separately), who were involved in recent attacks on civilians. Fatalities split between two locations.",7,NA,1755564837
ETH6621,2021-04-06,2021,1,Political violence,Violence against civilians,Attack,OLF-OLA: Oromo Liberation Army-Oromo Liberation Front,NA,Rebel group,Civilians (Ethiopia),NA,Civilians,Rebel group-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Oromia,East Wellega,Nekemte town,Nekemt,9.0833,36.55,2,VOA,International,"On 6 April 2021, suspected OLF Shane militants killed 6 civilians in East Wolegga (location specified but unclear in audio). Location coded to zone capital, Nekemt.",6,NA,1754563409
ETH6619,2021-04-06,2021,1,Political violence,Battles,Armed clash,Military Forces of Ethiopia (2018-),NA,State forces,Unidentified Armed Group (Ethiopia),NA,Political militia,State forces-Political militia,NA,231,Eastern Africa,Ethiopia,Amhara,Awi,Jawi,Icaco,11.5638,36.5069,2,Deutsche Welle,International,"On 6 April 2021, federal forces stationed in Metekel zone, Benishangul-Gumz region reportedly killed 15 unidentified armed men in Mandera (coded separately) and Jawi (Awi, Amhara) [coded as Icaco], who were involved in recent attacks on civilians. Fatalities split between two locations.",8,NA,1753970531
